object_1,object_2,title_a,title_b,context_1,context_2,period_a,period_b,visual_similarity,semantic_similarity,multimodal_similarity,case_type,reason_for_review,source_url_a,source_url_b
24316,38317,Sacrificial Sword (Rāmdāo),Plaque with Scenes from the Life of the Buddha,Himalayan,Other,,Pala period,0.3996720910072326,0.6216744780540466,0.5106732845306396,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/38317
24316,38440,Sacrificial Sword (Rāmdāo),Standing Ganesha,Himalayan,Other,,,0.4028377532958984,0.5722309350967407,0.4875343441963196,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/38440
24316,38452,Sacrificial Sword (Rāmdāo),The Death of the Buddha (Parinirvana),Himalayan,Other,,Kushan period,0.3854969143867492,0.544501006603241,0.4649989604949951,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/38452
24316,38634,Sacrificial Sword (Rāmdāo),Crowned  Bodhisattva,Himalayan,Other,,late Kushan dynasty,0.3335607945919037,0.6459944844245911,0.4897776842117309,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/38634
24316,38777,Sacrificial Sword (Rāmdāo),Head of Buddha,Himalayan,Other,,,0.4048234522342682,0.6054878234863281,0.505155622959137,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/38777
24316,38945,Sacrificial Sword (Rāmdāo),Hanuman Conversing,Himalayan,Other,,Chola period,0.4163927137851715,0.6446698904037476,0.5305312871932983,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/38945
24316,38950,Sacrificial Sword (Rāmdāo),Bodhisattva Avalokiteshvara,Himalayan,Other,,,0.3997028470039367,0.6410204172134399,0.520361602306366,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/38950
24316,38970,Sacrificial Sword (Rāmdāo),"Seated Ascetic, Deified King, Agni (The God of Fire)",Himalayan,Other,,,0.4277084767818451,0.6387608051300049,0.5332346558570862,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/38970
24316,39046,Sacrificial Sword (Rāmdāo),Seated Male Deity Supporting a Vajra on His Finger,Himalayan,Other,,Eastern Javanese period,0.4754933714866638,0.5484173893928528,0.5119553804397583,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39046
24316,39047,Sacrificial Sword (Rāmdāo),Seated Male Deity Holding a Cuirass (Chest Armour),Himalayan,Other,,Eastern Javanese period,0.4855564832687378,0.6080707311630249,0.5468136668205261,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39047
24316,39048,Sacrificial Sword (Rāmdāo),Seated Male Deity Holding Two Ritual Objects,Himalayan,Other,,Eastern Javanese period,0.490626186132431,0.5474658012390137,0.5190460085868835,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39048
24316,39054,Sacrificial Sword (Rāmdāo),Seated Female Deity Holding a Conch and Branch (?),Himalayan,Other,,Eastern Javanese period,0.4928405284881592,0.5673879384994507,0.5301142930984497,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39054
24316,39092,Sacrificial Sword (Rāmdāo),Bodhisattva  Avaolkiteshvara,Himalayan,Other,,pre-Angkor period,0.4132379293441772,0.6108571290969849,0.512047529220581,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39092
24316,39134,Sacrificial Sword (Rāmdāo),"Jain Siddha Bahubali, Entwined with Forest Vines",Himalayan,Other,,Chalukyan period,0.4333533048629761,0.6881929636001587,0.5607731342315674,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39134
24316,39482,Sacrificial Sword (Rāmdāo),Mandala of Wakamiya of Kasuga Shrine (Kasuga wakamiya mandara),Himalayan,Other,,Nanbokuchō period (1336–92),0.3199199140071869,0.5254058241844177,0.4226628541946411,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39482
24316,39569,Sacrificial Sword (Rāmdāo),Eighteen Songs of a Nomad Flute: The Story of Lady Wenji,Himalayan,East_Asia,,Ming dynasty (1368–1644),0.3365856409072876,0.5104237794876099,0.4235047101974487,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39569
24316,39742,Sacrificial Sword (Rāmdāo),"The Deity Vajrabhairava, Tantric Form of the Bodhisattva Manjushri",Himalayan,Other,,Ming dynasty (1368–1644),0.3769547343254089,0.6332253813743591,0.5050901174545288,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39742
24316,39895,Sacrificial Sword (Rāmdāo),The Classic of Filial Piety,Himalayan,Other,,Northern Song dynasty (960–1127),0.2786451280117035,0.4994190037250519,0.3890320956707001,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39895
24316,39901,Sacrificial Sword (Rāmdāo),Night-Shining White,Himalayan,Other,,Tang dynasty (618–907),0.4200242161750793,0.4370323717594147,0.4285283088684082,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39901
24316,39931,Sacrificial Sword (Rāmdāo),Landscapes,Himalayan,Other,,Qing dynasty (1644–1911),0.3877489864826202,0.462208479642868,0.4249787330627441,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39931
24316,39959,Sacrificial Sword (Rāmdāo),A Diplomatic Mission to the Jin,Himalayan,Other,,Jin dynasty (1115–1234),0.3720695376396179,0.4728302359580993,0.4224498867988586,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/39959
24316,40080,Sacrificial Sword (Rāmdāo),Fragrant Snow at Broken Bridge,Himalayan,Other,,Yuan dynasty (1271–1368),0.4278559386730194,0.3564968407154083,0.3921764492988586,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/40080
24316,40282,Sacrificial Sword (Rāmdāo),Buddha Amitabha Descending from his Pure Land,Himalayan,Other,,Southern Song dynasty (1127–1279),0.2866077125072479,0.4493703544139862,0.3679890632629394,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/40282
24316,40513,Sacrificial Sword (Rāmdāo),Vimalakirti and the Doctrine of Nonduality,Himalayan,Other,,Yuan dynasty (1271–1368),0.3397359848022461,0.5560824871063232,0.4479092955589294,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/40513
24316,41865,Sacrificial Sword (Rāmdāo),Ink Tablet,Himalayan,Other,,"Qing dynasty (1644–1911), Qianlong period (1736–95)",0.438111811876297,0.4463891983032226,0.442250519990921,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/41865
24316,42188,Sacrificial Sword (Rāmdāo),Seated luohan (arhat) in a grotto,Himalayan,Other,,Qing dynasty (1644–1911),0.3691234588623047,0.4477872252464294,0.408455342054367,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/42188
24316,42733,Sacrificial Sword (Rāmdāo),Buddha Maitreya (Mile),Himalayan,Other,,Northern Wei dynasty (386–534),0.4382915198802948,0.5358256101608276,0.4870585501194,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/42733
24316,44759,Sacrificial Sword (Rāmdāo),"Landscapes, Figures, and Flowers",Himalayan,Other,,Ming dynasty (1368–1644),0.3556057810783386,0.3949816823005676,0.3752937018871307,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/44759
24316,45258,Sacrificial Sword (Rāmdāo),Bamboo in the Four Seasons,Himalayan,Other,,Muromachi period (1392–1573),0.4407606720924377,0.4708722233772278,0.4558164477348327,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/45258
24316,45449,Sacrificial Sword (Rāmdāo),Buddha offering protection,Himalayan,Other,,Visnukundin,0.4499630928039551,0.655602216720581,0.5527827143669128,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/45449
24316,49068,Sacrificial Sword (Rāmdāo),Bamboo in Snow,Himalayan,Other,,Edo period (1615–1868),0.4313991069793701,0.4608899652957916,0.4461445212364197,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/49068
24316,53013,Sacrificial Sword (Rāmdāo),"""Kogō"" and ""The Imperial Procession to Ōhara"", from The Tale of the Heike (Heike monogatari)",Himalayan,Other,,Edo period (1615–1868),0.4188749194145202,0.4284816980361938,0.4236783385276794,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53013
24316,53158,Sacrificial Sword (Rāmdāo),Tile with Buddha Triad,Himalayan,Other,,Asuka period (538–710),0.3403820693492889,0.469978392124176,0.4051802456378937,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53158
24316,53162,Sacrificial Sword (Rāmdāo),Tobatsu Bishamonten,Himalayan,Other,,Heian period (794–1185),0.4376792311668396,0.490622878074646,0.4641510248184204,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53162
24316,53165,Sacrificial Sword (Rāmdāo),Male and Female Shinto Deities,Himalayan,Other,,Heian period (ca. 900–1185),0.4242649376392364,0.4791043400764465,0.4516846537590027,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53165
24316,53167,Sacrificial Sword (Rāmdāo),Flying Apsaras (Hiten),Himalayan,Other,,Heian period (794–1185),0.4231621026992798,0.5385450124740601,0.4808535277843475,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53167
24316,53176,Sacrificial Sword (Rāmdāo),"Fudō Myōō, the Immovable Wisdom King (Achala Vidyaraja)",Himalayan,Other,,Kamakura period (1185–1333),0.442291110754013,0.498576819896698,0.4704340100288391,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53176
24316,53180,Sacrificial Sword (Rāmdāo),"Satsubari, the Second of the Sixteen Arhats",Himalayan,Other,,Nanbokuchō period (1336–92),0.314445436000824,0.5082836747169495,0.4113645553588867,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53180
24316,53187,Sacrificial Sword (Rāmdāo),Kasuga Deer Mandala (Kasuga shika mandara zu),Himalayan,Other,,Nanbokuchō period (1336–92),0.3524077534675598,0.4957807958126068,0.4240942895412445,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53187
24316,53189,Sacrificial Sword (Rāmdāo),Seiryū Gongen,Himalayan,Other,,Nanbokuchō period (1336–92),0.430962324142456,0.5128320455551147,0.4718971848487854,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53189
24316,53190,Sacrificial Sword (Rāmdāo),Guardian Lion-Dogs,Himalayan,Other,,Kamakura period (1185–1333),0.4200140237808227,0.4611758589744568,0.4405949711799621,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53190
24316,53194,Sacrificial Sword (Rāmdāo),The Tale of Sumiyoshi,Himalayan,Other,,Kamakura period (1185–1333),0.4004604816436767,0.4643872082233429,0.4324238300323486,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53194
24316,53205,Sacrificial Sword (Rāmdāo),Mandala of the Bodhisattva Hannya (Prajnaparamita),Himalayan,Other,,Nanbokuchō period (1336–92),0.3743664026260376,0.5643161535263062,0.4693412780761719,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53205
24316,53226,Sacrificial Sword (Rāmdāo),Two Views from the Eight Views of the Xiao and Xiang Rivers,Himalayan,Other,,Muromachi period (1392–1573),0.3730950653553009,0.4236811697483063,0.3983881175518036,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53226
24316,53237,Sacrificial Sword (Rāmdāo),Pheasants among Trees: Flowers of the Four Seasons,Himalayan,Other,,Muromachi (1392–1573),0.313742458820343,0.3993483483791351,0.3565454185009002,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53237
24316,53238,Sacrificial Sword (Rāmdāo),Zheng Huangniu and Yushanzhu,Himalayan,Other,,Momoyama period (1573–1615),0.4745900630950928,0.4827318489551544,0.4786609411239624,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53238
24316,53241,Sacrificial Sword (Rāmdāo),Willows and Bridge,Himalayan,Other,,Momoyama period (1573–1615),0.4379434287548065,0.4915103912353515,0.4647269546985626,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53241
24316,53242,Sacrificial Sword (Rāmdāo),"“Butterflies” (Kochō), from the Tale of Genji",Himalayan,Other,,Momoyama period (1573–1615),0.4336044192314148,0.4061598479747772,0.4198821187019348,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53242
24316,53408,Sacrificial Sword (Rāmdāo),White Plum Blossoms and Moon,Himalayan,Other,,Edo period (1615–1868),0.4384746253490448,0.3651200532913208,0.4017973840236664,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53408
24316,53427,Sacrificial Sword (Rāmdāo),Six Jewel Rivers,Himalayan,Other,,Edo period (1615–1868),0.2649836540222168,0.5631964206695557,0.4140900373458862,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53427
24316,53428,Sacrificial Sword (Rāmdāo),Scenes in and around the Capital,Himalayan,Other,,Edo period (1615–1868),0.3764050900936126,0.3894278109073639,0.3829164803028106,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53428
24316,53429,Sacrificial Sword (Rāmdāo),Cherry Blossom Viewing at Itsukushima and Yoshino,Himalayan,Other,,Edo period (1615–1868),0.4397357106208801,0.3434310555458069,0.3915833830833435,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53429
24316,53438,Sacrificial Sword (Rāmdāo),Page of a Pilgrim’s Visiting Album,Himalayan,Other,,Edo period (1615–1868),0.3747578859329223,0.4583877623081207,0.4165728092193603,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53438
24316,53455,Sacrificial Sword (Rāmdāo),Pine Tree and Calligraphy,Himalayan,Other,,Edo period (1615–1868),0.3887958526611328,0.4354971945285797,0.412146508693695,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53455
24316,53625,Sacrificial Sword (Rāmdāo),Dogū (Clay Figurine),Himalayan,Other,,Final Jōmon period (ca. 1000–300 BCE),0.4569801688194275,0.5167276263237,0.4868538975715637,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53625
24316,53650,Sacrificial Sword (Rāmdāo),Incense Burner in Form of a Praying Mantis,Himalayan,Other,,Meiji period (1868–1912),0.5157983303070068,0.4451702237129211,0.480484277009964,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53650
24316,53660,Sacrificial Sword (Rāmdāo),Ten Verses on Oxherding,Himalayan,Other,,Kamakura period (1185–1333),0.3738899230957031,0.5749179124832153,0.4744038879871368,visual_semantic_mismatch,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53660
24316,53892,Sacrificial Sword (Rāmdāo),Albums of scenes from The Tale of Genji,Himalayan,Other,,Edo period (1615–1868),0.2982432246208191,0.4494740962982178,0.3738586902618408,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/53892
24316,57249,Sacrificial Sword (Rāmdāo),Hanshan and Shide,Himalayan,Other,,,0.4098643362522125,0.4400516152381897,0.4249579310417175,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/57249
24316,57363,Sacrificial Sword (Rāmdāo),Page of a Pilgrim’s Visiting Album,Himalayan,Other,,Edo period (1615–1868),0.3941767513751983,0.4586303830146789,0.4264035820960998,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/57363
24316,57573,Sacrificial Sword (Rāmdāo),Statuette of Buddha Sitting on Engraved Throne,Himalayan,Other,,Late Unified Silla dynasty (676–935),0.5256432294845581,0.4734468460083008,0.4995450377464294,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/57573
24316,60435,Sacrificial Sword (Rāmdāo),Section of the Dream Diary (Yume no ki),Himalayan,Other,,Kamakura period (1185–1333),0.419214129447937,0.4172403216361999,0.4182272255420685,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/60435
24316,60437,Sacrificial Sword (Rāmdāo),Section of the Dream Diary with a Sketch of Mountains,Himalayan,Other,,Kamakura period (1185–1333),0.3970077037811279,0.3738008439540863,0.3854042589664459,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/60437
24316,60451,Sacrificial Sword (Rāmdāo),Letter to the Nun Jōjūbō,Himalayan,Other,,Kamakura period (1185–1333),0.4005551040172577,0.4202674627304077,0.4104112982749939,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/60451
24316,60470,Sacrificial Sword (Rāmdāo),On Reclusion,Himalayan,Other,,Nanbokuchō period (1336–92),0.404469758272171,0.4266107082366943,0.4155402779579162,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/60470
24316,61532,Sacrificial Sword (Rāmdāo),Stele with Maitreya and attendant bodhisattvas,Himalayan,Other,,Northern Wei dynasty (386–534),0.4282450675964355,0.5111489295959473,0.4696969985961914,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/61532
24316,61658,Sacrificial Sword (Rāmdāo),Bodhisattva Avalokiteshvara (Guanyin),Himalayan,Other,,Yuan dynasty (1271–1368),0.4439399242401123,0.5740653276443481,0.509002685546875,multimodal_cross_context_link,Cross-context computational similarity; requires qualitative historical interpretation,https://www.metmuseum.org/art/collection/search/24316,https://www.metmuseum.org/art/collection/search/61658
