object_1,object_2,visual_similarity,semantic_similarity,context_1,context_2,same_context,alignment_difference,multimodal_similarity
42733,61820,0.8057248592376709,0.9278444051742554,Other,Other,True,0.12211954593658447,0.8667846322059631
309943,309944,0.8696671724319458,0.9275075793266296,Other,Other,True,0.05784040689468384,0.8985873460769653
309944,312558,0.879036545753479,0.9265544414520264,Other,Other,True,0.04751789569854736,0.9027954339981079
309944,313251,0.9489234089851379,0.9264522790908813,Other,Other,True,0.022471129894256592,0.9376879930496216
197460,197461,0.8580989241600037,0.926345705986023,Other,Other,True,0.06824678182601929,0.8922224044799805
68308,68310,0.804975152015686,0.925470232963562,Other,Other,True,0.12049508094787598,0.8652227520942688
314518,314524,0.7037814259529114,0.9213608503341675,Other,Other,True,0.2175794243812561,0.8125710487365723
39048,39054,0.9467177391052246,0.9209852814674377,Other,Other,True,0.025732457637786865,0.9338515400886536
451264,451270,0.752151608467102,0.9190835952758789,South_Asia,South_Asia,True,0.16693198680877686,0.8356176614761353
310542,319633,0.6561935544013977,0.9183182120323181,Other,Other,True,0.2621246576309204,0.7872558832168579
314518,314523,0.7153745293617249,0.9182605147361755,Other,Other,True,0.20288598537445068,0.8168175220489502
314518,319633,0.6922041177749634,0.9178443551063538,Other,Other,True,0.22564023733139038,0.805024266242981
444859,444866,0.8991234302520752,0.9157137274742126,South_Asia,South_Asia,True,0.01659029722213745,0.9074186086654663
24316,24317,0.6844906806945801,0.9135687947273254,Himalayan,Himalayan,True,0.22907811403274536,0.7990298271179199
310542,314217,0.6609944701194763,0.9126133322715759,Other,Other,True,0.2516188621520996,0.7868039608001709
310542,314524,0.5422634482383728,0.9125219583511353,Other,Other,True,0.37025851011276245,0.7273926734924316
36069,53205,0.7734032869338989,0.9119848608970642,Other,Other,True,0.13858157396316528,0.8426940441131592
451270,451286,0.6183273792266846,0.9113746285438538,South_Asia,South_Asia,True,0.2930472493171692,0.7648509740829468
53180,53189,0.72199547290802,0.9108924865722656,Other,Other,True,0.1888970136642456,0.8164440393447876
451264,451286,0.5689038038253784,0.9103027582168579,South_Asia,South_Asia,True,0.3413989543914795,0.7396032810211182
39046,39048,0.8931866884231567,0.9100198745727539,Other,Other,True,0.016833186149597168,0.9016033411026001
310542,314523,0.5723062753677368,0.9093754291534424,Other,Other,True,0.33706915378570557,0.7408409118652344
444859,444865,0.9065901041030884,0.9074769020080566,South_Asia,South_Asia,True,0.0008867979049682617,0.9070334434509277
60435,60470,0.9144235253334045,0.9049184322357178,Other,Other,True,0.009505093097686768,0.9096710681915283
437061,439327,0.8178261518478394,0.9018610715866089,Other,Other,True,0.08403491973876953,0.8598436117172241
53189,53205,0.7150393128395081,0.9006289839744568,Other,Other,True,0.18558967113494873,0.8078341484069824
39047,39054,0.9496545791625977,0.8999602198600769,Other,Other,True,0.04969435930252075,0.9248074889183044
38950,39092,0.8725919723510742,0.8995412588119507,Other,Other,True,0.026949286460876465,0.8860666751861572
444863,444865,0.8318155407905579,0.898527979850769,South_Asia,South_Asia,True,0.06671243906021118,0.8651717901229858
314217,314518,0.6846800446510315,0.8984986543655396,Other,Other,True,0.21381860971450806,0.7915893793106079
451262,451264,0.6679627895355225,0.8982306718826294,South_Asia,South_Asia,True,0.23026788234710693,0.7830967903137207
60435,60451,0.869414210319519,0.897587239742279,Other,Other,True,0.02817302942276001,0.8835007548332214
24316,678610,0.9999999403953552,0.8970025777816772,Himalayan,Himalayan,True,0.10299736261367798,0.9485012292861938
53187,53205,0.7112492918968201,0.8964338302612305,Other,Other,True,0.1851845383644104,0.8038415908813477
314523,318662,0.6666717529296875,0.8946367502212524,Other,Other,True,0.22796499729156494,0.7806541919708252
39482,53180,0.6026771068572998,0.8944017291069031,Other,Other,True,0.29172462224960327,0.7485395073890686
314524,318662,0.6454867124557495,0.8943765759468079,Other,Other,True,0.24888986349105835,0.7699316143989563
39482,53187,0.6565840244293213,0.892652153968811,Other,Other,True,0.23606812953948975,0.7746181488037109
53194,60451,0.8115655183792114,0.8918614387512207,Other,Other,True,0.08029592037200928,0.8517135381698608
309713,314524,0.5986870527267456,0.8916531801223755,Other,Other,True,0.2929661273956299,0.7451701164245605
36069,40282,0.7400956153869629,0.8912009000778198,Other,Other,True,0.15110528469085693,0.8156482577323914
36069,39482,0.6873283386230469,0.8904222249984741,Other,Other,True,0.20309388637542725,0.7888753414154053
437202,439327,0.4879782199859619,0.890380859375,Other,Other,True,0.4024026393890381,0.689179539680481
435897,439327,0.82767653465271,0.8903462886810303,Other,Other,True,0.06266975402832031,0.8590114712715149
36069,78145,0.5960792899131775,0.8900580406188965,Other,Other,True,0.293978750705719,0.7430686950683594
318662,319633,0.7671468257904053,0.8899905681610107,Other,Other,True,0.12284374237060547,0.828568696975708
39482,53189,0.6656293869018555,0.8898950219154358,Other,Other,True,0.22426563501358032,0.7777622938156128
53226,53238,0.685903787612915,0.8893110752105713,Other,Other,True,0.20340728759765625,0.7876074314117432
39482,752005,0.7310291528701782,0.8887525796890259,Other,East_Asia,False,0.15772342681884766,0.809890866279602
453267,454359,0.7347671985626221,0.8884344696998596,South_Asia,South_Asia,True,0.15366727113723755,0.8116008639335632
36131,39931,0.7925748825073242,0.8881922960281372,Other,Other,True,0.09561741352081299,0.8403835296630859
39895,40513,0.723400354385376,0.8879064321517944,Other,Other,True,0.16450607776641846,0.80565345287323
451286,451287,0.6369873285293579,0.8870508670806885,South_Asia,South_Asia,True,0.25006353855133057,0.762019157409668
39046,39047,0.8970357179641724,0.8865700960159302,Other,Other,True,0.010465621948242188,0.8918029069900513
53180,53205,0.617624044418335,0.8865348100662231,Other,Other,True,0.2689107656478882,0.7520794868469238
309713,319633,0.6802668571472168,0.8865018486976624,Other,Other,True,0.20623499155044556,0.783384382724762
309943,317753,0.8796127438545227,0.8855316638946533,Other,Other,True,0.005918920040130615,0.8825721740722656
53180,60470,0.6032115817070007,0.8851492404937744,Other,Other,True,0.2819376587867737,0.74418044090271
435997,436838,0.48101505637168884,0.8850530982017517,Other,Other,True,0.40403804183006287,0.6830341219902039
39046,39054,0.8919797539710999,0.8846069574356079,Other,Other,True,0.007372796535491943,0.888293445110321
436885,436896,0.6823711395263672,0.8834576606750488,Other,Other,True,0.20108652114868164,0.782914400100708
310542,314518,0.6620421409606934,0.8819061517715454,Other,Other,True,0.21986401081085205,0.7719742059707642
310364,314217,0.8663417100906372,0.881813645362854,Other,Other,True,0.015471935272216797,0.8740776777267456
36069,53187,0.6506292819976807,0.8816198110580444,Other,Other,True,0.23099052906036377,0.7661246061325073
53194,60470,0.7344528436660767,0.8816125392913818,Other,Other,True,0.14715969562530518,0.8080326914787292
309713,310542,0.7652977108955383,0.8797953128814697,Other,Other,True,0.1144976019859314,0.8225464820861816
310513,319873,0.6952120065689087,0.8793564438819885,Other,Other,True,0.18414443731307983,0.787284255027771
451262,451286,0.5477967858314514,0.8786184191703796,South_Asia,South_Asia,True,0.3308216333389282,0.7132076025009155
53180,78145,0.6583695411682129,0.8783823251724243,Other,Other,True,0.22001278400421143,0.7683759927749634
36069,53189,0.6378610730171204,0.8781929016113281,Other,Other,True,0.24033182859420776,0.7580270171165466
37900,37904,0.8701059222221375,0.8776209950447083,Other,Other,True,0.007515072822570801,0.8738635778427124
